store_nbr,family,avg_daily_demand,lead_time_demand,safety_stock,reorder_point,current_stock,stock_gap,reorder_required,recommended_order_qty,inventory_status,lead_time_days,safety_stock_rate,current_stock_days
1,AUTOMOTIVE,4.722973501909566,14.168920505728698,2.83378410114574,17.00270460687444,9.445947003819132,7.556757603055306,True,8.0,REORDER REQUIRED,3,0.2,2
1,BABY CARE,0.26728316382607614,0.8018494914782284,0.16036989829564569,0.962219389773874,0.5345663276521523,0.4276530621217217,True,0.0,REORDER REQUIRED,3,0.2,2
1,BEAUTY,3.870243172646236,11.610729517938708,2.322145903587742,13.93287542152645,7.740486345292472,6.192389076233979,True,6.0,REORDER REQUIRED,3,0.2,2
1,BEVERAGES,1990.5077713196192,5971.523313958858,1194.3046627917718,7165.82797675063,3981.0155426392384,3184.8124341113917,True,3185.0,REORDER REQUIRED,3,0.2,2
1,BOOKS,0.2725940855224829,0.8177822565674486,0.16355645131348973,0.9813387078809384,0.5451881710449658,0.4361505368359726,True,0.0,REORDER REQUIRED,3,0.2,2
1,BREAD/BAKERY,310.26241263638735,930.7872379091621,186.15744758183243,1116.9446854909945,620.5248252727747,496.4198602182198,True,496.0,REORDER REQUIRED,3,0.2,2
1,CELEBRATION,9.584401081116452,28.753203243349354,5.750640648669871,34.503843892019226,19.168802162232904,15.335041729786322,True,15.0,REORDER REQUIRED,3,0.2,2
1,CLEANING,624.1674214400845,1872.5022643202533,374.50045286405066,2247.002717184304,1248.334842880169,998.667874304135,True,999.0,REORDER REQUIRED,3,0.2,2
1,DAIRY,650.6403615792831,1951.9210847378492,390.3842169475699,2342.305301685419,1301.2807231585662,1041.024578526853,True,1041.0,REORDER REQUIRED,3,0.2,2
1,DELI,123.57054801327692,370.71164403983073,74.14232880796615,444.85397284779685,247.14109602655384,197.71287682124301,True,198.0,REORDER REQUIRED,3,0.2,2
1,EGGS,125.3761690964916,376.1285072894748,75.22570145789496,451.35420874736974,250.7523381929832,200.60187055438655,True,201.0,REORDER REQUIRED,3,0.2,2
1,FROZEN FOODS,119.38965739338005,358.16897218014014,71.63379443602803,429.8027666161682,238.7793147867601,191.0234518294081,True,191.0,REORDER REQUIRED,3,0.2,2
1,GROCERY I,2327.584743080548,6982.754229241644,1396.550845848329,8379.305075089973,4655.169486161096,3724.135588928877,True,3724.0,REORDER REQUIRED,3,0.2,2
1,GROCERY II,16.72662095109546,50.17986285328638,10.035972570657277,60.21583542394366,33.45324190219092,26.76259352175274,True,27.0,REORDER REQUIRED,3,0.2,2
